Date,Open,High,Low,Close,Adj Close,Volume
2023-09-25,138.86,156.64,92.38,101.68,133.84,5457335
2023-09-26,127.92,159.37,93.73,103.13,141.42,2657888
2023-09-27,121.21,157.33,92.27,145.32,114.73,3585917
2023-09-28,145.32,152.15,90.73,106.96,100.72,9110129
2023-09-29,105.56,150.31,96.03,126.62,136.89,7147560
2023-10-02,124.63,152.62,96.68,120.55,141.71,8946258
2023-10-03,100.57,155.95,96.19,117.37,137.02,8557845
2023-10-04,123.43,150.51,94.63,144.99,107.14,2824964
2023-10-05,102.82,154.96,93.8,101.09,137.67,8724922
2023-10-06,105.94,155.97,98.63,133.19,138.45,9152513
2023-10-09,105.88,153.34,95.19,148.17,132.93,7789408
2023-10-10,132.46,157.71,94.79,128.01,138.31,5764812
2023-10-11,137.3,151.07,90.26,146.84,142.3,2568146
2023-10-12,129.17,150.75,93.41,102.61,130.68,1483455
2023-10-13,148.11,157.28,93.8,120.94,104.43,5036405
2023-10-16,118.74,154.95,93.99,113.01,124.38,9935827
2023-10-17,114.29,156.88,95.8,136.54,103.88,3186268
2023-10-18,143.43,154.35,95.34,149.06,120.38,5445975
2023-10-19,111.18,152.46,96.08,112.83,120.36,3871656
2023-10-20,148.16,158.19,97.65,132.71,103.3,5708569
2023-10-23,100.61,157.99,98.13,109.9,117.44,4855933
2023-10-24,148.49,156.95,97.18,128.27,105.55,3326729
2023-10-25,102.16,152.72,99.56,123.2,140.41,7695233
2023-10-26,144.56,155.9,90.18,148.6,147.38,9274437
2023-10-27,126.39,153.61,91.96,130.43,103.62,4907129
2023-10-30,149.65,150.92,90.08,117.48,147.76,1095556
2023-10-31,103.69,159.17,96.47,105.7,126.13,6399869
2023-11-01,127.69,151.37,98.98,107.56,114.98,4469992
2023-11-02,148.47,159.5,92.43,111.27,103.84,7139353
2023-11-03,126.15,154.46,99.27,112.55,125.03,1652755
2023-11-06,131.47,151.85,90.6,142.53,139.73,4666344
2023-11-07,134.79,155.42,99.34,128.06,135.35,6650352
2023-11-08,122.73,158.73,93.52,126.17,102.51,1743088
2023-11-09,131.38,157.32,91.01,105.74,103.65,1059778
2023-11-10,129.22,158.07,94.86,143.01,120.14,6003361
2023-11-13,145.06,156.59,92.57,136.14,114.76,9075042
2023-11-14,102.27,156.92,92.85,103.38,111.62,8706113
2023-11-15,114.05,158.49,93.07,135.39,114.05,3173513
2023-11-16,147.52,152.5,98.03,127.18,140.17,9910762
2023-11-17,144.51,154.89,95.39,104.09,146.46,7913462
2023-11-20,122.78,152.21,93.11,122.92,120.26,2011930
2023-11-21,131.01,159.88,96.1,124.23,145.31,6862044
2023-11-22,113.87,159.44,97.16,108.29,116.07,9280083
2023-11-23,109.41,150.39,92.73,147.28,123.82,2785818
2023-11-24,123.18,157.06,94.14,142.5,111.3,3951720
2023-11-27,117.67,159.25,91.22,133.45,132.02,3082963
2023-11-28,129.18,151.81,91.81,123.11,148.95,6962859
2023-11-29,103.89,155.68,96.81,120.59,130.17,5256146
2023-11-30,148.72,159.15,91.81,132.55,117.89,1289134
2023-12-01,149.31,150.34,95.25,127.27,132.39,8632285
2023-12-04,134.91,156.97,97.09,103.11,106.15,5324660
2023-12-05,126.8,152.97,91.07,125.63,144.43,3866069
2023-12-06,115.48,159.24,95.67,140.32,125.15,1737090
2023-12-07,140.69,159.71,92.57,122.96,122.47,4835598
2023-12-08,134.24,159.44,99.63,102.6,129.29,5982042
2023-12-11,108.13,154.74,94.84,139.31,131.24,2052425
2023-12-12,145.55,158.62,98.06,110.07,103.59,7303816
2023-12-13,141.13,158.45,95.5,112.93,134.13,1777567
2023-12-14,147.49,153.19,90.43,108.24,112.1,3716207
2023-12-15,136.29,158.29,96.33,116.51,135.7,7552901
2023-12-18,130.67,150.37,99.51,137.84,141.13,2749736
2023-12-19,120.91,155.96,96.02,125.97,140.2,7721635
2023-12-20,146.64,152.3,98.19,110.24,127.63,1051707
2023-12-21,143.3,151.21,98.84,143.89,126.01,9669441
2023-12-22,102.26,150.77,92.28,143.98,107.14,7104128
2023-12-25,101.32,156.96,92.12,143.53,138.77,2877145
2023-12-26,118.82,153.4,96.11,111.94,113.57,7687666
2023-12-27,140.53,157.25,94.11,122.56,124.83,1778799
2023-12-28,149.36,150.65,98.4,149.25,114.21,8079701
2023-12-29,107.52,153.15,99.0,138.6,106.69,1879459
